"","V1","V2","V3","V4","V5"
"1",-0.00453408142690736,-0.00507314934988913,0.00405121226246924,-0.00111482763009827,-0.0036402871993741
"2",0.0043030566500501,0.00256018121684119,0.000545701268959908,-0.00361195003664809,0.00659431913193946
"3",-0.0135072537824334,0.00833096814962039,0.0318317358539703,0.0161284702158371,0.0167317216556242
"4",0.00568030760086998,0.00193063941483865,-0.00591990682112694,-0.00581485854199978,-0.00262283329730873
"5",0.00457357375553424,0.00157549902160519,-0.00389986573555833,-0.00657463160215328,-0.00326511538691725
"6",0.00233283579916975,0.00162536918231808,0.00658553995171382,0.0357266583723239,-0.00207356667140496
"7",0.00877606646120295,0.00901914628978294,-0.00127250628414332,-0.00198776196855076,0.01349108875516
"8",0.00357643930917901,0.0142206893038434,0.0212346416824219,-0.00587134979770029,-0.00219095812129584
"9",0.00151854167285549,0.0145518743147619,-0.00214764515086769,0.000326277908844474,-0.0027528053821946
"10",0.00152777842599665,-0.00381117514140533,-0.00196628773755034,-0.00184641161178441,0.000327178322151421
"11",-0.00355578496127907,-0.00214461652134927,-0.00055074826716573,-0.00277691133155596,0.000742018115798317
"12",0.012561923803219,0.0114360266472406,-0.0276730790088488,0.00307497694092814,0.0157744969935352
"13",0.00899011681195188,0.0069127281160281,-0.00340897060553484,0.024040124274575,0.0123096365632641
"14",-0.00845078480256625,0.0026292339620724,-0.00215904107446712,-0.00257938221469969,0.00938817181247739
"15",-0.000262650212716808,-0.00204739639403285,0.00165776254422674,-0.00286731668753128,-0.000799792441408881
"16",-0.00269375334433238,-0.00563167820681037,0.00107965349841053,-0.0010541817892295,-0.00520209983838819
"17",-0.000937673776818236,0.0133891185338036,-0.0101961192531341,-0.00377512099452092,0.0144001976137216
"18",-0.00792226864143586,-0.00381750345096415,-0.00144327179494048,-0.00235420091775676,-0.00263612425398019
"19",-0.026735252025452,0.0155922246987009,0.0124807953380364,-0.0111342901294492,0.0262452681823727
"20",0.0157411314929383,0.00067870751147293,0.00675432910367331,0.0333405353708114,-0.00478574757563992
"21",0.0281266752678923,0.0113461690388137,-0.0314828256491756,0.00880903825329976,0.00194889042725073
"22",-0.00546864633377427,0.00554991561231139,0.0156943489433146,0.0273427447738995,-0.00386652213712677
"23",-0.00234774235535392,-0.00340074949592933,-0.00473814199109418,-0.0025030169964377,-0.00026490648793225
"24",-0.000600871406720288,-0.00874296887892523,0.00292731294688082,0.0365420239962889,0.00793054733412587
"25",-2.15593900438603e-05,0.0148196426746655,0.0188010969986767,0.00379433192081202,0.0075356643853333
"26",0.0144386977605283,0.00958584669687672,-0.00121740050896195,-0.00658585124189637,0.00177967298856696
"27",-0.00519154468013684,0.00650614481964469,-6.52539756033479e-05,-0.0052192058439858,0.0013400631318242
"28",0.00169865591065333,0.010650704881998,0.0159566217116143,-0.00547685110931362,0.00426762598946358
"29",-0.020232192901319,0.00190464244281952,0.00226638977851957,-0.0019659475369509,0.0187314477774778
"30",0.000104653855848882,-0.00840097489626358,0.0122424020304946,0.0491798639866369,0.00285025653340609
"31",0.0110047923166045,0.00491631131855615,-0.0106459763180959,-0.0067074411891414,0.00837659284859017
"32",-0.0175795822972044,0.00530426020683046,-0.0265738435929172,0.000364798863616269,-0.00945503008629423
"33",0.00431857157307648,0.0129719744234348,-0.00350344449152066,-0.00866613508553211,-0.00280402509747938
"34",0.00288069483580825,-0.0026804056322587,-0.00154470524970975,-0.00222588875293961,0.00268224290270912
"35",-0.00638226512996363,-0.00847404063516942,0.0114998626760164,0.0463529597853205,0.00181198082904134
"36",-0.00299631313886508,-0.00378802200910971,0.000553521449248002,-0.00213748095567602,0.00221665830975871
"37",-0.00272267693567461,0.00796411166395362,0.0459569004478902,-0.00391161229252651,-0.0120035479260962
"38",0.00299158199246226,-0.00535817572575142,-0.00251224978487206,-0.00117161569674941,-0.00445793366342776
"39",-0.00298696302107894,0.00205359899271176,-0.0192743938571265,0.0071935140323534,0.0136880371673672
"40",0.000178207196402209,-0.00527543785536289,-0.00356923218356517,-0.000892852717429876,-0.00592410909926754
"41",-0.00490327708354674,0.011398569081155,0.0182070906636867,0.0105493439471316,-0.00804308644430564
"42",-0.00631771552271224,0.0105779738450965,-0.000643738925784762,-0.00471384186000189,0.0153906478267903
"43",0.000372512665228574,-0.00316888372674441,-0.0024177311165671,-0.00225054367770646,-0.00323159042781231
"44",0.00209992328202345,0.00335917288386312,-0.00582855250992848,-0.0053067565528934,0.00364902315599754
"45",-0.00384378443549852,-0.00344900753304173,-5.07556033397524e-05,-0.00242322087054487,-0.00530884146055551
"46",0.000104275052710664,0.00154864800947903,-0.00181275498915355,-0.00624680751473967,0.0057439556845525
"47",0.00196684316817396,0.00133305462963256,-0.00356009366306358,-0.00379194462151696,0.001854897964909
"48",-0.0021290054525668,-0.0057807671737866,0.00154717262086826,-0.0018092026944133,-0.000473053539706323
"49",-0.00583053047889724,0.00492057996834515,-0.00206072114496382,-0.00685761016884098,0.000294528861741699
"50",-0.00277690196927009,0.00701549061956111,-0.00868674100776311,-0.00447727467369145,0.0114120016856128
"51",-0.000971448536570483,-0.00278323500730962,0.000307019111928516,-0.00412442001518691,-0.00263998792620915
"52",-0.0184051954638346,0.00289860512166179,0.00133970414596604,0.000392982216348808,0.0144745943864855
"53",0.00420113130969203,-0.00306798301753679,0.00216798906165648,0.000396733040079517,0.00147145649294141
"54",0.00131492908408334,0.0111142315350782,0.00140558872040688,0.007553775180193,0.0207122974795142
"55",0.0280326860878837,-0.00212941556746334,0.00527879599531785,0.00706618862341039,0.000280330927791257
"56",0.00204888198894139,0.00744017133835103,0.000804435331881602,0.0255921717886754,-0.0030376374317373
"57",0.00939562781598901,0.0147249051133228,-0.00395099870942359,-0.00898592883814526,0.00313567757363042
"58",0.0152917833969839,0.0089332793939297,0.00467049480009494,0.00445385577003493,-0.0404640925061453
"59",-0.00255639459383137,0.00740096606109421,0.00345033346941946,0.0267945740435224,-0.00180131910558659
"60",0.00555963634529616,0.0107593491901594,-0.00191404412861316,-0.00593902657197472,-0.00463133444041529
"61",0.0185931601960908,0.0155414314983654,0.00987777076569114,-0.00208930937464252,-0.00717372696984554
"62",-0.00785310077603277,0.00658636599783598,0.00749100104712512,0.000359148758451563,0.0230799711000843
"63",0.0014513049374274,0.0108307451992357,0.00110181527336478,-0.00408014118242573,0.01167251485116
"64",0.0274643043108795,8.00996295404324e-05,-0.0211513374058236,4.00731891648738e-05,-0.00476380302525313
"65",0.0115561644916564,0.0144425897995579,-1.38844637894494e-05,-0.0018960152367918,0.0077094139575191
"66",-0.00410388550295906,-0.00275006779644937,-0.00118364607699372,-0.00358477810727728,-0.00296307951628118
"67",-0.00475861959465415,-0.00607737107602705,0.00152786765219598,-0.00100281884406554,-0.00211185501083128
"68",0.0239956115542458,0.0157451086926578,-0.00156110596382938,-0.00207139850572297,0.0042653701130742
"69",0.0175891388943305,0.00802268096364306,0.00175490885809533,-0.00515963899668709,-0.00283987446313659
"70",0.00384517886553883,-0.00284418673696046,-0.00124485721200409,-0.000926762731052959,0.00398972098962151
"71",-0.00417314878644838,-0.00520464366723923,-0.000113459387935764,-0.00134486270209139,-0.00324499446095185
"72",-0.00541982605923285,0.00128010900371405,0.00104289874776877,-0.0044796678695422,0.0051958941653877
"73",0.011441286118313,0.00700052085390785,-0.00407830503901018,-0.00672422434248156,-0.00335979462876638
"74",0.00912020809390152,0.00386121135971095,-0.0147113388656462,-0.00618938967449384,-0.00333352786539993
"75",0.00131909255864334,-0.000318105049546479,-0.00103766217507225,0.00282166970957367,-0.000621649037039267
"76",-0.000407318443237082,0.00297478703809757,-0.00817503778773719,-0.00457714861479516,0.00838271068155121
"77",-0.00117937568686053,0.00847947075194178,0.0159295983030603,-0.00476455999336496,0.0161668218780231
"78",0.00333630599308232,0.00822667806398089,0.00579924679130055,-0.00693700667075877,0.000921535301901719
"79",-0.000293528966514417,0.00203627817719418,0.0111174276495075,-0.00214956483996309,0.00914868609051072
"80",-0.00217850342723838,0.00182624774180479,-0.00246325073614961,-0.00416908527373198,0.00769951355079059
"81",0.00374829583198361,0.000545077073189843,-0.00215531114314036,-0.00505669029211883,0.000513660664630368
"82",0.0050397413308067,-0.00139822753198547,-0.00411398915864529,-0.00136209283685666,-0.00676844891653095
"83",-0.00797532095470397,-0.00141704337943837,0.00175491152450333,-0.00238069065045939,0.00564739673858469
"84",8.56221370032821e-06,-8.56729748384806e-05,0.0230001509523378,0.0369073317047873,0.00409512591821128
"85",-0.00235646670639302,-0.00351858309431466,0.00122475204720924,-0.00145555725567272,-0.000630818018284715
"86",0.00132000060855598,0.0132534861760366,0.0173543432115792,0.01076213310621,-0.00279009784449766
"87",0.000191653757085283,-0.00352002347631982,0.000679928763657023,-0.00268543901587372,-0.00836506171066095
"88",0.00492422377481357,0.0107351513719596,0.000890047115149062,-0.00571079022467054,0.0127900176222572
"89",-0.0041954377681949,-0.00704307066878345,-0.00699925244711711,0.00112009646801608,0.00325009584197868
"90",0.00237435323748912,0.00751025287252387,-0.0105598430167181,-0.00437484123891766,0.0133044623264972
"91",-0.00715004086394802,0.00355256089517705,0.0298925623490336,0.0280360283490119,0.00437326448541188
"92",0.00418802469324508,5.10056019883145e-05,0.0055536353674812,-0.0035091146268241,0.00434309410912131
"93",0.0307088338219948,-0.00844530492336229,-0.0154325079839235,0.0307976040890451,-0.00275522764056432
"94",-0.00675072703365195,0.0110654014845267,-0.0077256729043661,-0.00497349168801592,0.0156192440214233
"95",-0.00417803247240542,0.000910488474254309,-0.000876978472686924,-0.00190959178726952,0.00429615508017318
"96",0.00200256391425605,-0.00312270778932775,-0.00217121054296819,-0.00291530323546657,-0.00201954396648953
"97",0.0237758720090086,0.00876774724170887,-0.0343800442758245,0.0127346536966821,0.0133606410968252
"98",-0.0255521923542956,0.0139579175198258,0.0103859861902007,-0.00466350560157614,0.0178141322522729
"99",0.00510076655067251,0.00626737046855726,-0.00280718316501411,-0.00674706815505817,-0.00204207468319756
"100",-0.00116310240158817,-0.00153199759533364,0.00148718531624759,-0.00398507402949723,-0.0092755262773359
"101",0.00326980827539438,-0.00359989528329542,0.00322974848769028,-0.00293089377641703,-0.00544557606939765
"102",-0.00353392813489052,-0.00479486301119989,-0.0023846735244583,-0.00147444325637582,-0.00189045958495215
"103",-0.00351588547685501,-0.00519458771839644,0.00355414398284464,-0.0012475957126614,-0.00136347482208635
"104",-0.000272598567212797,-0.0037459686048184,0.000423734570338098,-0.00245037164007778,-0.00465535498313193
"105",-0.0024720354813809,-0.00298005827454401,-0.000532083614988052,-0.00284989072077514,-0.00125711740849493
"106",-0.0135281531569955,0.000375073113062977,-0.00206757043758588,-0.00515400257742691,0.000172205497641726
"107",-0.00176642916031351,-0.00514034656717322,-0.000672269025240508,-0.00145103754477776,-0.00527546943326674
"108",-0.00303452309366302,-0.00440296579471744,-0.000113022044784908,-0.00235041934342407,0.00057537576205537
"109",-0.00665094138580305,-0.00538421722124433,0.00196000353117899,-0.000980154869462047,-0.00178162760105929
"110",-0.0015884065649954,-0.00530640846464641,-0.00029204802233125,-0.00153755925479718,-0.00535933197518361
"111",0.00237463662387444,-0.00346469767217365,-0.00125816229818968,-0.00232859731360558,-0.00334227781572209
